Gene Id: 	 Protein Id: DAA00620.1	 Virus Id: AC_000007.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 552
Gene Id: HHV5wtgp095	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 749
Gene Id: HHV5wtgp095	 Protein Id: AAR31653.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 746
Gene Id: HHV5wtgp096	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2093
Gene Id: HHV5wtgp096	 Protein Id: AAR31654.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2090
Gene Id: HHV5wtgp097	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2870
Gene Id: HHV5wtgp097	 Protein Id: AAR31655.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2867
Gene Id: HHV5wtgp168	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5719
Gene Id: HHV5wtgp098	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 689
Gene Id: HHV5wtgp098	 Protein Id: AAR31656.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 182
Gene Id: HHV5wtgp098	 Protein Id: AAR31656.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 200
Gene Id: HHV5wtgp098	 Protein Id: AAR31656.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 143
Gene Id: HHV5wtgp099	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2211
Gene Id: HHV5wtgp099	 Protein Id: AAR31657.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 756
Gene Id: HHV5wtgp099	 Protein Id: AAR31657.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1294
Gene Id: HHV5wtgp100	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 752
Gene Id: HHV5wtgp100	 Protein Id: AAR31658.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 749
Gene Id: HHV5wtgp101	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 836
Gene Id: HHV5wtgp101	 Protein Id: AAR31659.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 833
Gene Id: HHV5wtgp102	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 941
Gene Id: HHV5wtgp102	 Protein Id: AAR31660.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 938
Gene Id: HHV5wtgp103	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1277
Gene Id: HHV5wtgp103	 Protein Id: AAR31661.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1274
Gene Id: HHV5wtgp104	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1125
Gene Id: HHV5wtgp104	 Protein Id: AAR31662.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 420
Gene Id: HHV5wtgp104	 Protein Id: AAR31662.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 613
Gene Id: HHV5wtgp105	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 605
Gene Id: HHV5wtgp105	 Protein Id: AAR31663.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 602
Gene Id: HHV5wtgp106	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 542
Gene Id: HHV5wtgp106	 Protein Id: AAR31664.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 539
Gene Id: HHV5wtgp107	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3401
Gene Id: HHV5wtgp107	 Protein Id: AAR31665.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 70
Gene Id: HHV5wtgp107	 Protein Id: AAR31665.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 184
Gene Id: HHV5wtgp107	 Protein Id: AAR31665.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1483
Gene Id: HHV5wtgp109	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2945
Gene Id: HHV5wtgp109	 Protein Id: AAR31667.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 449
Gene Id: HHV5wtgp108	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1761
Gene Id: HHV5wtgp108	 Protein Id: AAR31666.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 70
Gene Id: HHV5wtgp108	 Protein Id: AAR31666.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 184
Gene Id: HHV5wtgp108	 Protein Id: AAR31666.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1216
Gene Id: HHV5wtgp111	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 644
Gene Id: HHV5wtgp111	 Protein Id: AAR31669.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 641
Gene Id: HHV5wtgp112	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 497
Gene Id: HHV5wtgp112	 Protein Id: AAR31670.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 235
Gene Id: HHV5wtgp112	 Protein Id: AAR31670.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 150
Gene Id: HHV5wtgp113	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 812
Gene Id: HHV5wtgp113	 Protein Id: AAR31671.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 809
Gene Id: HHV5wtgp114	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 950
Gene Id: HHV5wtgp114	 Protein Id: AAR31672.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 947
Gene Id: HHV5wtgp115	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 227
Gene Id: HHV5wtgp115	 Protein Id: AAR31673.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 224
Gene Id: HHV5wtgp116	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 479
Gene Id: HHV5wtgp116	 Protein Id: AAR31674.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 476
Gene Id: HHV5wtgp117	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 362
Gene Id: HHV5wtgp117	 Protein Id: AAR31675.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 359
Gene Id: HHV5wtgp118	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 392
Gene Id: HHV5wtgp118	 Protein Id: AAR31676.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 389
Gene Id: HHV5wtgp119	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 530
Gene Id: HHV5wtgp119	 Protein Id: AAR31677.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 527
Gene Id: HHV5wtgr005	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 11494
Gene Id: HHV5wtgr005	 Protein Id: AEJ33669.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 342
Gene Id: HHV5wtgr005	 Protein Id: AEJ33669.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 469
Gene Id: HHV5wtgp120	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 917
Gene Id: HHV5wtgp120	 Protein Id: AAR31678.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 914
Gene Id: HHV5wtgp121	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1016
Gene Id: HHV5wtgp121	 Protein Id: AAR31679.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1013
Gene Id: HHV5wtgp122	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 575
Gene Id: HHV5wtgp122	 Protein Id: AAR31680.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 572
Gene Id: HHV5wtgp123	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 416
Gene Id: HHV5wtgp123	 Protein Id: AAR31681.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 413
Gene Id: HHV5wtgp124	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 509
Gene Id: HHV5wtgp124	 Protein Id: AAR31682.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 506
Gene Id: HHV5wtgp125	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 722
Gene Id: HHV5wtgp125	 Protein Id: AAR31683.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 719
Gene Id: HHV5wtgp126	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 926
Gene Id: HHV5wtgp126	 Protein Id: AAR31684.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 923
Gene Id: HHV5wtgp127	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 773
Gene Id: HHV5wtgp127	 Protein Id: AAR31685.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 770
Gene Id: HHV5wtgp128	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 242
Gene Id: HHV5wtgp128	 Protein Id: AAR31686.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 239
Gene Id: HHV5wtgp129	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 242
Gene Id: HHV5wtgp129	 Protein Id: AAR31687.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 239
Gene Id: HHV5wtgp130	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 233
Gene Id: HHV5wtgp130	 Protein Id: AAR31688.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 230
Gene Id: HHV5wtgp131	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2368
Gene Id: HHV5wtgp131	 Protein Id: AAR31689.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 185
Gene Id: HHV5wtgp132	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1919
Gene Id: HHV5wtgp132	 Protein Id: AAR31690.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1916
Gene Id: HHV5wtgp133	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2543
Gene Id: HHV5wtgp133	 Protein Id: AAR31691.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2540
Gene Id: HHV5wtgp134	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 470
Gene Id: HHV5wtgp134	 Protein Id: AAR31692.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 467
Gene Id: HHV5wtgp135	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 599
Gene Id: HHV5wtgp135	 Protein Id: AAR31693.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 596
Gene Id: HHV5wtgp136	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 560
Gene Id: HHV5wtgp136	 Protein Id: AAR31694.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 557
Gene Id: HHV5wtgp137	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 548
Gene Id: HHV5wtgp137	 Protein Id: AAR31695.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 545
Gene Id: HHV5wtgp138	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 677
Gene Id: HHV5wtgp138	 Protein Id: AAR31696.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 674
Gene Id: HHV5wtgp139	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 683
Gene Id: HHV5wtgp139	 Protein Id: AAR31697.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 680
Gene Id: HHV5wtgp140	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 743
Gene Id: HHV5wtgp140	 Protein Id: AAR31698.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 740
Gene Id: HHV5wtgp141	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 557
Gene Id: HHV5wtgp141	 Protein Id: AAR31699.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 554
Gene Id: HHV5wtgp142	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 647
Gene Id: HHV5wtgp142	 Protein Id: AAR31700.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 644
Gene Id: HHV5wtgp143	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 845
Gene Id: HHV5wtgp143	 Protein Id: AAR31701.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 842
Gene Id: HHV5wtgp144	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 785
Gene Id: HHV5wtgp144	 Protein Id: AAR31702.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 782
Gene Id: HHV5wtgp145	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 932
Gene Id: HHV5wtgp145	 Protein Id: AAR31703.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 929
Gene Id: HHV5wtgp146	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 788
Gene Id: HHV5wtgp146	 Protein Id: AAR31704.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 785
Gene Id: HHV5wtgp147	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 929
Gene Id: HHV5wtgp147	 Protein Id: AAR31705.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 926
Gene Id: HHV5wtgp148	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 881
Gene Id: HHV5wtgp148	 Protein Id: AAR31706.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 878
Gene Id: HHV5wtgp149	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 824
Gene Id: HHV5wtgp149	 Protein Id: AAR31707.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 821
Gene Id: HHV5wtgp150	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 722
Gene Id: HHV5wtgp150	 Protein Id: AAR31708.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 719
Gene Id: HHV5wtgp151	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 764
Gene Id: HHV5wtgp151	 Protein Id: AAR31709.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 761
Gene Id: HHV5wtgp152	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 731
Gene Id: HHV5wtgp152	 Protein Id: AAR31710.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 728
Gene Id: HHV5wtgp153	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1730
Gene Id: HHV5wtgp153	 Protein Id: AAR31711.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1727
Gene Id: HHV5wtgp154	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1778
Gene Id: HHV5wtgp154	 Protein Id: AAR31712.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1775
Gene Id: HHV5wtgp155	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1505
Gene Id: HHV5wtgp155	 Protein Id: AAR31713.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1502
Gene Id: HHV5wtgp156	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1811
Gene Id: HHV5wtgp156	 Protein Id: AAR31714.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1808
Gene Id: HHV5wtgp157	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2729
Gene Id: HHV5wtgp157	 Protein Id: AAR31715.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1091
Gene Id: HHV5wtgp158	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1094
Gene Id: HHV5wtgp158	 Protein Id: AAR31716.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1061
Gene Id: HHV5wtgp159	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1388
Gene Id: HHV5wtgp159	 Protein Id: AAR31717.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1385
Gene Id: HHV5wtgp160	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1049
Gene Id: HHV5wtgp160	 Protein Id: AAR31718.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1046
Gene Id: HHV5wtgp161	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 485
Gene Id: HHV5wtgp161	 Protein Id: AAR31719.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 482
Gene Id: HHV5wtgp162	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 551
Gene Id: HHV5wtgp162	 Protein Id: AAR31720.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 548
Gene Id: HHV5wtgr006	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1208
Gene Id: HHV5wtgr006	 Protein Id: AEJ33670.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 170
Gene Id: HHV5wtgp163	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 811
Gene Id: HHV5wtgp163	 Protein Id: AAR31721.1	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 488
Gene Id: HHV5wtgp164	 Protein Id: 	 Virus Id: NC_006273.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 326
